5.154905e-05 1.00000200567408e+09 9.99999323584333e+07 6.63266967968948e-07
1.159829e-04 1.00000200570795e+09 9.99999323562633e+07 5.30613574375154e-07
1.965277e-04 1.00000200574967e+09 9.99999323535292e+07 1.10544494661490e-07
4.312018e-05 1.99995817921595e+09 2.00002049561450e+08 -2.04134398614156e-06
9.702040e-05 1.99995818035069e+09 2.00002051164809e+08 -1.82748890187912e-06
4.316485e-05 1.99999872280261e+10 2.00004925635293e+08 -2.19665147900427e-06
9.712032e-05 1.99999872212172e+10 2.00004927196620e+08 -2.42992420243836e-06
1.645628e-04 1.99999872127084e+10 2.00004929148932e+08 -2.48824238329688e-06
2.488660e-04 1.99999872020761e+10 2.00004931588706e+08 -2.35216662796033e-06
3.542472e-04 1.99999871887912e+10 2.00004934637150e+08 -2.56599995777492e-06
4.859702e-04 1.99999871721944e+10 2.00004938445381e+08 -2.42992420243836e-06
6.506076e-04 1.99999871514645e+10 2.00004943201679e+08 -2.25496965986280e-06
8.564044e-04 1.99999871255741e+10 2.00004949141543e+08 -2.21609087262379e-06
1.113650e-03 1.99999870932449e+10 2.00004956557793e+08 -2.19665147900428e-06
1.435249e-03 1.99999870528816e+10 2.00004965815946e+08 -2.39104541519935e-06
1.837248e-03 1.99999870025106e+10 2.00004977367870e+08 -2.31328784072133e-06
0.000000e+00 6.53973569079929e-17 0.00000000000000e+00 5.99999937505786e-01
0.000000e+00 6.53973569079929e-17 0.00000000000000e+00 5.99999937505786e-01  7.95776874477074e-02
0.000000e+00 1.14491438787624e-16 -1.63063564333889e-16 5.99999937506043e-01  1.00000271310107e+00
0.000000e+00 6.53973569079929e-17 0.00000000000000e+00 5.99999937505786e-01  7.95776874477074e-02
0.000000e+00 6.53973569079929e-17 0.00000000000000e+00 5.99999937505786e-01  7.95776874477074e-02
0.000000e+00 -2.86261541016147e-19 1.93468409470097e-16 2.99739789319868e-16  7.95771820911868e-02
0.000000e+00 -2.86261541016147e-19 1.93468409470097e-16 2.99739789319868e-16  7.95771820911868e-02
0.000000e+00 -2.86261541016147e-19 1.93468409470097e-16 2.99739789319868e-16  7.95771820911868e-02
0.000000e+00 -2.86261541016147e-19 1.93468409470097e-16 2.99739789319868e-16  7.95771820911868e-02
0.000000e+00 -2.86261541016147e-19 1.93468409470097e-16 2.99739789319868e-16  7.95771820911868e-02
0.000000e+00 -2.86261541016147e-19 1.93468409470097e-16 2.99739789319868e-16  7.95771820911868e-02
0.000000e+00 9.99999375058902e-02 1.17170264460154e-16 1.06270704975488e-16  7.95776874477076e-02
0.000000e+00 -4.08730612412500e-18 -8.17461224824999e-18 1.00000018412095e-01  7.95782458832301e-02
0.000000e+00 -4.08730612412500e-18 -8.17461224824999e-18 1.00000018412095e-01  7.95782458832301e-02
