5.154905e-05 9.950578e+32 2.389156e+33 -3.052751e+39 4.380293e+19 -1.523293e+42 7.860043e+32 2.090535e+32
1.159829e-04 9.950578e+32 5.378770e+33 -7.152662e+39 1.805152e+20 -3.427996e+42 7.860043e+32 2.090535e+32
1.965277e-04 9.950578e+32 9.118742e+33 -1.227758e+40 3.262214e+20 -5.810456e+42 7.860043e+32 2.090535e+32
2.972027e-04 9.950578e+32 1.379785e+34 -1.868313e+40 5.962537e+19 -8.790662e+42 7.860043e+32 2.090535e+32
4.230465e-04 9.950578e+32 1.965363e+34 -2.668975e+40 -3.268269e+17 -1.251951e+43 7.860043e+32 2.090535e+32
5.154905e-05 9.950578e+32 3.810858e+33 -9.994232e+39 -1.439278e+21 -1.530117e+42 7.860043e+32 2.090535e+32
1.159829e-04 9.950578e+32 8.576079e+33 -2.277059e+40 -1.271664e+21 -3.443187e+42 7.860043e+32 2.090535e+32
1.965277e-04 9.950578e+32 1.453336e+34 -3.874132e+40 -1.142737e+22 -5.835099e+42 7.860043e+32 2.090535e+32
2.972027e-04 9.950578e+32 2.198040e+34 -5.870315e+40 -2.056583e+22 -8.825601e+42 7.860043e+32 2.090535e+32
4.230465e-04 9.950578e+32 3.129057e+34 -8.365485e+40 -3.052583e+22 -1.256496e+43 7.860043e+32 2.090535e+32
5.803611e-04 9.950578e+32 4.293117e+34 -1.148455e+41 -2.291513e+22 -1.724139e+43 7.860043e+32 2.090535e+32
7.769811e-04 9.950578e+32 5.748355e+34 -1.538279e+41 -1.986587e+22 -2.308922e+43 7.860043e+32 2.090535e+32
1.022732e-03 9.950578e+32 7.567749e+34 -2.025488e+41 -7.730093e+21 -3.040298e+43 7.860043e+32 2.090535e+32
1.329921e-03 9.950578e+32 9.842809e+34 -2.634465e+41 1.618581e+22 -3.955247e+43 7.860043e+32 2.090535e+32
1.713877e-03 9.950578e+32 1.268769e+35 -3.395575e+41 -2.551942e+22 -5.099984e+43 7.860043e+32 2.090535e+32
2.193822e-03 9.950578e+32 1.624579e+35 -4.346878e+41 -3.131235e+22 -6.532680e+43 7.860043e+32 2.090535e+32
5.154905e-05 9.950578e+32 3.810858e+33 -9.994232e+39 -1.439278e+21 -1.530117e+42 7.860043e+32 2.090535e+32
1.159829e-04 9.950578e+32 8.576079e+33 -2.277059e+40 -1.271664e+21 -3.443187e+42 7.860043e+32 2.090535e+32
1.965277e-04 9.950578e+32 1.453336e+34 -3.874132e+40 -1.142737e+22 -5.835099e+42 7.860043e+32 2.090535e+32
4.312018e-05 9.949305e+32 7.046827e+33 -3.855085e+40 -3.147522e+20 -2.067976e+42 7.858863e+32 2.090442e+32
9.702040e-05 9.949305e+32 1.585772e+34 -9.021289e+40 -3.097829e+20 -4.653760e+42 7.858863e+32 2.090442e+32
4.316485e-05 9.950317e+32 7.060051e+32 -4.316591e+41 -7.766574e+20 -2.255850e+42 7.866685e+32 2.083633e+32
9.712032e-05 9.950317e+32 1.588650e+33 -1.032228e+42 -6.343944e+20 -5.076471e+42 7.866685e+32 2.083633e+32
1.645628e-04 9.950317e+32 2.691906e+33 -1.782925e+42 6.927116e+20 -8.602906e+42 7.866685e+32 2.083633e+32
2.488660e-04 9.950317e+32 4.070945e+33 -2.721306e+42 1.927105e+21 -1.301218e+43 7.866685e+32 2.083633e+32
3.542472e-04 9.950317e+32 5.794731e+33 -3.894324e+42 3.447049e+21 -1.852580e+43 7.866685e+32 2.083633e+32
4.859702e-04 9.950317e+32 7.949331e+33 -5.360582e+42 1.527820e+21 -2.542063e+43 7.866685e+32 2.083633e+32
6.506076e-04 9.950317e+32 1.064220e+34 -7.193263e+42 2.178626e+21 -3.404299e+43 7.866685e+32 2.083633e+32
8.564044e-04 9.950317e+32 1.400809e+34 -9.484176e+42 4.323650e+21 -4.482821e+43 7.866685e+32 2.083633e+32
1.113650e-03 9.950317e+32 1.821517e+34 -1.234791e+43 6.753939e+21 -5.832109e+43 7.866685e+32 2.083633e+32
1.435249e-03 9.950317e+32 2.347425e+34 -1.592820e+43 5.215720e+21 -7.520711e+43 7.866685e+32 2.083633e+32
1.837248e-03 9.950317e+32 3.004738e+34 -2.040379e+43 3.740165e+21 -9.634236e+43 7.866685e+32 2.083633e+32
