 *                                      
 * one_step:  btemp=  1.000E+04 bden=  1.000E+04
 *          time                temp          den           ener          sdot          sneut         s-snu         ye            1-sum
      1  0.000000000000E+00  1.000000E+04  1.000000E+04  0.000000E+00 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
      2  9.404992320876E-19  1.000000E+04  1.000000E+04 -1.171875E-01 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
      3  1.034549155296E-17  1.000000E+04  1.000000E+04 -1.242188E+00 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
      4  2.915547619471E-17  1.000000E+04  1.000000E+04 -3.492188E+00 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
      5  6.677544547822E-17  1.000000E+04  1.000000E+04 -7.992188E+00 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
      6  1.420153840452E-16  1.000000E+04  1.000000E+04 -1.699219E+01 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
      7  2.924952611792E-16  1.000000E+04  1.000000E+04 -3.499219E+01 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
      8  5.934550154473E-16  1.000000E+04  1.000000E+04 -7.099219E+01 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
      9  1.195374523983E-15  1.000000E+04  1.000000E+04 -1.429922E+02 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     10  2.399213541055E-15  1.000000E+04  1.000000E+04 -2.869922E+02 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     11  4.806891575200E-15  1.000000E+04  1.000000E+04 -5.749922E+02 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     12  9.622247643488E-15  1.000000E+04  1.000000E+04 -1.150992E+03 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
