 *                                      
 * one_step:  btemp=  1.000E+04 bden=  1.000E+04
 *          time                temp          den           ener          sdot          sneut         s-snu         ye            1-sum
     13  1.925295978006E-14  1.000000E+04  1.000000E+04 -2.302992E+03 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     14  3.851438405322E-14  1.000000E+04  1.000000E+04 -4.606992E+03 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     15  7.703723259953E-14  1.000000E+04  1.000000E+04 -9.214992E+03 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     16  1.540829296921E-13  1.000000E+04  1.000000E+04 -1.843099E+04 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     17  3.081743238774E-13  1.000000E+04  1.000000E+04 -3.686299E+04 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     18  6.163571122478E-13  1.000000E+04  1.000000E+04 -7.372699E+04 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     19  1.232722688989E-12  1.000000E+04  1.000000E+04 -1.474550E+05 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     20  2.465453842471E-12  1.000000E+04  1.000000E+04 -2.949110E+05 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     21  4.930916149434E-12  1.000000E+04  1.000000E+04 -5.898230E+05 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     22  9.861840763361E-12  1.000000E+04  1.000000E+04 -1.179647E+06 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     23  1.972368999122E-11  1.000000E+04  1.000000E+04 -2.359295E+06 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     24  3.944738844693E-11  1.000000E+04  1.000000E+04 -4.718591E+06 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     25  7.889478535834E-11  1.000000E+04  1.000000E+04 -9.437183E+06 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     26  1.577895791812E-10  1.000000E+04  1.000000E+04 -1.887437E+07 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     27  3.155791668269E-10  1.000000E+04  1.000000E+04 -3.774873E+07 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     28  6.311583421182E-10  1.000000E+04  1.000000E+04 -7.549747E+07 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     29  1.262316692701E-09  1.000000E+04  1.000000E+04 -1.509949E+08 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     30  2.524633393866E-09  1.000000E+04  1.000000E+04 -3.019899E+08 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     31  5.049266796197E-09  1.000000E+04  1.000000E+04 -6.039798E+08 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     32  1.009853360086E-08  1.000000E+04  1.000000E+04 -1.207960E+09 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     33  2.019706721018E-08  1.000000E+04  1.000000E+04 -2.415919E+09 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     34  4.039413442883E-08  1.000000E+04  1.000000E+04 -4.831838E+09 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     35  8.078826886612E-08  1.000000E+04  1.000000E+04 -9.663676E+09 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     36  1.615765377407E-07  1.000000E+04  1.000000E+04 -1.932735E+10 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     37  3.231530754899E-07  1.000000E+04  1.000000E+04 -3.865471E+10 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     38  6.463061509882E-07  1.000000E+04  1.000000E+04 -7.730941E+10 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     39  1.292612301985E-06  1.000000E+04  1.000000E+04 -1.546188E+11 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     40  2.585224603978E-06  1.000000E+04  1.000000E+04 -3.092376E+11 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     41  5.170449207965E-06  1.000000E+04  1.000000E+04 -6.184753E+11 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     42  1.034089841594E-05  1.000000E+04  1.000000E+04 -1.236951E+12 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     43  2.068179683189E-05  1.000000E+04  1.000000E+04 -2.473901E+12 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     44  4.136359366378E-05  1.000000E+04  1.000000E+04 -4.947802E+12 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     45  8.272718732757E-05  1.000000E+04  1.000000E+04 -9.895605E+12 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     46  8.414030779572E-05  1.000000E+04  1.000000E+04 -1.009031E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     47  8.415588641450E-05  1.000000E+04  1.000000E+04 -1.009261E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     48  8.416312310543E-05  1.000000E+04  1.000000E+04 -1.009346E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     49  8.417759648730E-05  1.000000E+04  1.000000E+04 -1.009517E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     50  8.420654325104E-05  1.000000E+04  1.000000E+04 -1.009858E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     51  8.426443677851E-05  1.000000E+04  1.000000E+04 -1.010623E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     52  8.429523012066E-05  1.000000E+04  1.000000E+04 -1.011026E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     53  8.435681680497E-05  1.000000E+04  1.000000E+04 -1.011831E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     54  8.447999017359E-05  1.000000E+04  1.000000E+04 -1.013441E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     55  8.472633691083E-05  1.000000E+04  1.000000E+04 -1.016663E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     56  8.521903038531E-05  1.000000E+04  1.000000E+04 -1.023105E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     57  8.620441733426E-05  1.000000E+04  1.000000E+04 -1.035990E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     58  8.817519123217E-05  1.000000E+04  1.000000E+04 -1.061760E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     59  9.211673902799E-05  1.000000E+04  1.000000E+04 -1.113299E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     60  9.999983461963E-05  1.000000E+04  1.000000E+04 -1.216379E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
     61  1.000000000000E-04  1.000000E+04  1.000000E+04 -1.216381E+13 -6.076395E+31  0.000000E+00 -6.076395E+31  5.000000E-01  0.000000E+00
