 *                                      
 * one_step:  btemp=  1.000E+04 bden=  1.000E+04
 *          time                pos           vel           temp          den           pres          ener          entr          cs
     36  1.615765377407E-07  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.932735E+10  3.636580E+07  4.909128E+07
     37  3.231530754899E-07  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -3.865471E+10  3.636580E+07  4.909128E+07
     38  6.463061509882E-07  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -7.730941E+10  3.636580E+07  4.909128E+07
     39  1.292612301985E-06  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.546188E+11  3.636580E+07  4.909128E+07
     40  2.585224603978E-06  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -3.092376E+11  3.636580E+07  4.909128E+07
     41  5.170449207965E-06  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -6.184753E+11  3.636580E+07  4.909128E+07
     42  1.034089841594E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.236951E+12  3.636580E+07  4.909128E+07
     43  2.068179683189E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -2.473901E+12  3.636580E+07  4.909128E+07
     44  4.136359366378E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -4.947802E+12  3.636580E+07  4.909128E+07
     45  8.272718732757E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -9.895605E+12  3.636580E+07  4.909128E+07
     46  8.414030779572E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.009031E+13  3.636580E+07  4.909128E+07
     47  8.415588641450E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.009261E+13  3.636580E+07  4.909128E+07
     48  8.416312310543E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.009346E+13  3.636580E+07  4.909128E+07
     49  8.417759648730E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.009517E+13  3.636580E+07  4.909128E+07
     50  8.420654325104E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.009858E+13  3.636580E+07  4.909128E+07
     51  8.426443677851E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.010623E+13  3.636580E+07  4.909128E+07
     52  8.429523012066E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.011026E+13  3.636580E+07  4.909128E+07
     53  8.435681680497E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.011831E+13  3.636580E+07  4.909128E+07
     54  8.447999017359E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.013441E+13  3.636580E+07  4.909128E+07
     55  8.472633691083E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.016663E+13  3.636580E+07  4.909128E+07
     56  8.521903038531E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.023105E+13  3.636580E+07  4.909128E+07
     57  8.620441733426E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.035990E+13  3.636580E+07  4.909128E+07
     58  8.817519123217E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.061760E+13  3.636580E+07  4.909128E+07
     59  9.211673902799E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.113299E+13  3.636580E+07  4.909128E+07
     60  9.999983461963E-05  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.216379E+13  3.636580E+07  4.909128E+07
     61  1.000000000000E-04  0.000000E+00  0.000000E+00  1.000000E+04  1.000000E+04  1.452006E+19 -1.216381E+13  3.636580E+07  4.909128E+07
